Material_health;Product_circularity;Product_number;Product_description
****;****;702014800000;TELLER TIEF ZUCKERROHR 21X6CM 900ML 20STK
****;****;702007900000;TELLER KOMODO ZUCKERROHR 22x22CM 25STK
***;****;701079200000;GM M-BUDGET SERV 33CM 100STK WEISS
****;****;700874200000;TELLER KOMODO ZUCKERROHR 18X18CM 25STK
****;****;700874100000;TELLER KOMODO ZUCKERROHR 9X18CM 25STK
***;**;700873400000;GM M-BUDGET TELLER ECKIG 23X23CM KARTON 50
***;**;700873300000;GM M-BUDGET WUERSTLI-TELLER KARTON 13X20CM 50ER
***;**;700873200000;GM M-BUDGET GRILL-TELLER 29X29CM KARTON 20ER
***;**;700873100000;GM M-BUDGET LUNCH-TELLER 18X18CM KARTON 50ER
****;****;700865300000;APERO-PICKS BAMBUS 12CM 100STK
****;****;700861900000;TELLER PALMBLATT 24X24CM 10STK
****;****;700861700000;TELLER PALMBLATT 17X17CM 10STK
****;****;702023900001;RÜHRSTÄBCHEN HOLZ 11.4CM 100STK
****;****;702023900002;RÜHRSTÄBCHEN HOLZ 15.5CM 100STK
***;***;702024100003;ESSLÖFFEL CPLA 15STK SCHWARZ
***;***;702024100004;KAFFEELÖFFEL CPLA 15STK SCHWARZ
***;***;702024100001;GABEL CPLA  15STK SCHWARZ
***;***;702024100002;MESSER CPLA 15STK SCHWARZ
***;****;702024300003;GM BECHER WELLPAPIER 3DL 10STK
***;****;702024300002;GM BECHER WELLPAPIER 2DL 10STK
***;****;702024300001;GM BECHER WELLPAPIER 1DL 10STK
***;****;702024400001;GM BECHER KRAFTPAPIER 2DL 10STK
***;***;702024400002;GM SCHALE KRAFTPAPIER 10X6CM 25STK
***;***;702024400003;GM SCHALE KRAFTPAPIER 13.7X8.7CM 25STK
****;****;702023600000;PALMBLATT TELLER 16X24CM 10STK
****;****;702025000000;BOWL RUND ZUCKERROHR 500ML 15.5CM 20STK
***;**;702028000000;GM BECHER MIT HENKEL PAPIER 1.8DL 20STK
***;**;702028100000;GM BECHER KAFFEE PAPIER 2DL 20STK PRINT
***;**;702028200000;GM BECHER ESPRESSO PAPIER 1DL 20STK PRINT
***;****;702028300000;YOLLY TRINKHALM GERADE BAMBUS/MAIS 50STK
***;**;702028500000;GM M-BUDGET BECHER 2DL 2X25STK
***;**;702028600000;BECHER ZUCKERROHR 2.4DL 10ER
***;**;702029100000;BECHER ZUCKERROHR 3.5DL 10ER
***;****;702029700000;KAFFEELÖFFEL CPLA 15STK WEISS
***;****;702029800000;MESSER CPLA 15STK WEISS
***;****;702029900000;GABEL CPLA 15STK WEISS
***;****;702030000000;ESSLÖFFEL CPLA 15STK WEISS
***;***;702030900000;GM WÜRSTLITELLER KRAFTPAPIER 13X20CM 20STK
***;***;702031000000;GM LUNCHTELLER KRAFTPAPIER 18CM 20STK
***;***;702031100000;GM TELLER KRAFTPAPIER 23X23CM 20STK
****;****;702031300000;FINGERFOOD STICKS BAMBUS 15CM 100STK
****;*;702031500000;CHAMPAGNERGLÄSER MEHRWEG 2STK
****;*;702031600000;WEINGLÄSER MEHRWEG 2STK
*****;****;702031700000;SHOT GLÄSER MEHRWEG 4STK
***;**;702035800000;MINI SCHALE KOMODO ZUCKERROHR 7.0X7.0X15CM 20STK
***;**;702035900000;APEROPLATTE KOMODO RECHTECKIG ZUCKERROHR 27.0X9.0X1.5CM 25STK
***;****;702036000000;YOLLY TRINKHALM FLEX BAMBUS/MAIS 50STK
***;***;702036100000;TRINKHALME GERADE 50STK SCHWARZ
***;***;702036200000;TRINKHALME COCKTAIL 50STK SCHWARZ
***;***;702036300000;GM TRINKHALME PAPIER 100STK GESTREIFT
***;***;702036400000;GM TRINKHALME PAPIER FLEX 100STK UNI
***;***;702036500000;GM TRINKHALME PAPIER GERADE 50STK GESTREIFT
****;****;702036600000;FINGERFOOD STICKS BAMBUS 10CM 100STK
****;****;702036700000;APERO-GABEL BAMBUS 9CM 100STK
***;****;702036800000;YOLLY GABEL BAMBUS/MAIS 15STK NATURE
***;****;702036900000;YOLLY MESSER BAMBUS/MAIS 15STK NATURE
***;****;702037000000;YOLLY ESSLÖFFEL BAMBUS/MAIS 15STK NATURE
***;****;702037100000;YOLLY KAFFEELÖFFEL BAMBUS/MAIS 15STK NATURE
****;****;702037200000;SERVIERPLATTE PALMBLATT 41.5X27.5X2.5CM 5STK
****;****;702037300000;SERVIERPLATTE PALMBLATT 34.5X23.5X2.5CM 5STK
***;****;702037400000;SCHALE LANG PALMBLATT 41.0X8.5X2.8CM 5STK
****;****;702037500000;BOWLE TIEF PALMBLATT 15.5X5.0CM 10STK
****;****;702037600000;SCHALE BOOT PALMBLATT 22.0X13.5X4.0CM 5STK
***;***;702037700000;GM ESPRESSO BECHER KRAFTPAPIER 10STK
***;**;702037800000;ESPRESSO BECHER 1.2 DL ZUCKERROHR 10STK
***;**;702038100000;GM SHOTBECHER WEISS 20STK
***;****;702038200000;TRINKHALM GLAS COCKTAIL 4ER TRANSPARENT
***;****;702038300000;TRINKHALM GLAS GERADE 4ER TRANSPARENT
***;****;702038400000;TRINKHALM GLAS FLEX 4ER TRANSPARENT
***;****;702038500000;TRINKHALM GLAS COCKTAIL 4ER FARBIG
***;****;702038600000;TRINKHALM GLAS GERADE 4ER FARBIG
***;****;702038700000;TRINKHALM GLAS FLEX 4ER FARBIG
***;****;702038800000;TRINKHALM EDELSTAHL COCKTAIL 4ER
***;****;702038900000;TRINKHALM EDELSTAHL GERADE 4ER
***;****;702039000000;TRINKHALM EDELSTAHL FLEX 0.6X20.5CM 4STK
****;****;702039100000;BECHER 390ML TRANSPARENT
****;****;702039200000;BECHER 550ML TRANSPARENT
****;****;702039300000;KRUG 1.6L TRANSPARENT
****;****;705725700001;BOWL KLEIN 14X14CM TRANSPARENT
****;****;705725700002;BOWL MITTEL 20X20X11.5CM TRANSPARENT
****;****;705725700003;BOWL GROSS 27X27CM TRANSPARENT
****;*;702039700000;SALATBESTECK 2ER TRANSPARENT
*;**;702039800000;KRUG 1.6L MELAMIN MATT GRÜN
*;**;702039900000;BECHER 390ML MELAMIN MATT GRÜN
*;**;702040000000;BECHER 390ML MELAMIN MATT ANTHRAZIT
*;**;702040100000;BOWL 15X15X5.5CM MELAMIN MATT GRÜN
*;**;702040200000;BOWL 15X15X5.5CM MELAMIN MATT ANTHRAZIT
*;**;702040300000;DESSERTTELLER 20.3X2CM MELAMIN MATT GRÜN
*;**;702040400000;TELLER FLACH 25.4X2CM MELAMIN MATT GRÜN
*;**;702040500000;TELLER TIEF 18.5X4.8CM MELAMIN MATT GRÜN
*;**;702040600000;SCHÜSSEL 25X25X11CM MELAMIN MATT GRÜN
*;**;702040700000;SALATBESTECK 2ER MELAMIN MATT GRÜN
*;**;702040800000;BOWL MIT DECKEL MELAMIN 25.5X25.5X12.0CM MATT GRÜN
*;**;702040900000;BOWL MIT DECKEL MELAMIN 25.5X25.5X12.0CM MATT ANTHRAZIT 
*;**;702041000000;BOWL MIT DECKEL MELAMIN 13.8X13.8X7.7CM MATT GRÜN 
